UP-log2(FC)	UP-entry	UP-mgi_symbol	UP-refseq_mrna	UP-entrezgene	UP-description
2.46414117350798	1410	Slc9a7	NM_177353	236727	solute carrier family 9 (sodium/hydrogen exchanger)
2.46370964719877	1996	Dnajb13	NM_153527	69387	DnaJ heat shock protein family (Hsp40) member B13 [Source:MGI Symbol
2.46088758747037	2242	H2-Ke6	0	14979	H2-K region expressed gene 6 [Source:MGI Symbol
2.46046117633786	3351	Cdca7	NM_025866	66953	cell division cycle associated 7 [Source:MGI Symbol
2.45980025009813	1319	Col4a5	NM_001163155	12830	collagen
2.45749766221373	902	Gm28933	0	NA	predicted gene 28933 [Source:MGI Symbol
2.45441502360022	623	Lfng	NM_008494	16848	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol
2.45412370753149	468	Tfdp2	NM_001184708	211586	transcription factor Dp 2 [Source:MGI Symbol
2.44842535464228	1461	Ptchd1	NM_001093750	211612	patched domain containing 1 [Source:MGI Symbol
2.44471046196809	1031	Cbx7	NM_144811	52609	chromobox 7 [Source:MGI Symbol
2.43836378968042	1113	Eef1b2	NM_018796	55949	eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol
2.43599434268506	731	Nxpe3	NM_001134457	385658	neurexophilin and PC-esterase domain family
2.43424015037973	957	Cep68	NM_172260	216543	centrosomal protein 68 [Source:MGI Symbol
2.43148244520217	3062	Rps27a	0	78294	ribosomal protein S27A [Source:MGI Symbol
2.43124133278625	5313	Zkscan4	NM_001039115	544922	zinc finger with KRAB and SCAN domains 4 [Source:MGI Symbol
2.43032929944333	5889	Metap1d	NM_025633	66559	methionyl aminopeptidase type 1D (mitochondrial) [Source:MGI Symbol
2.42940560453806	842	Cdc45	NM_009862	12544	cell division cycle 45 [Source:MGI Symbol
2.42759968471696	1604	Fasn	NM_007988	14104	fatty acid synthase [Source:MGI Symbol
2.42126374142757	71	Man2b1	0	17159	mannosidase 2
2.41819297912667	2331	Rpl17	NM_001002239	319195	ribosomal protein L17 [Source:MGI Symbol
2.41311463015559	2486	Nckap5l	NM_001001884	380969	NCK-associated protein 5-like [Source:MGI Symbol
2.40814680294688	1455	Hist1h3a	NM_013550	360198	histone cluster 1
2.40784448061631	328	Stard9	0	668880	START domain containing 9 [Source:MGI Symbol
2.40701860654032	3115	Rps15	NM_009091	20054	ribosomal protein S15 [Source:MGI Symbol
2.40265967806803	285	Abcb1b	0	18669	ATP-binding cassette
2.39568349166109	3697	Gm11518	0	NA	predicted gene 11518 [Source:MGI Symbol
2.39471561610534	4214	Chek2	0	50883	checkpoint kinase 2 [Source:MGI Symbol
2.39326623576938	3330	Rpl10	NM_052835	110954	ribosomal protein L10 [Source:MGI Symbol
2.38995822886191	5546	Gstp1	NM_013541	14870	glutathione S-transferase
2.38901669313328	8827	Pdf	0	68023	peptide deformylase (mitochondrial) [Source:MGI Symbol
2.38761593440912	429	Bard1	NM_007525	12021	BRCA1 associated RING domain 1 [Source:MGI Symbol
2.38738966907416	2152	Ndufs8	NM_144870	225887	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [Source:MGI Symbol
2.38706740625395	5533	Rpl35a	NM_001130485	57808	ribosomal protein L35A [Source:MGI Symbol
2.38441916726375	3209	Rps20	NM_026147	67427	ribosomal protein S20 [Source:MGI Symbol
2.38318778637194	2153	Amigo1	NM_001287093	229715	adhesion molecule with Ig like domain 1 [Source:MGI Symbol
2.38077931723393	444	Hgf	0	15234	hepatocyte growth factor [Source:MGI Symbol
2.37717933217352	7901	Fam110b	NM_173426	242297	family with sequence similarity 110
2.37405374848087	709	Ska3	NM_198605	219114	spindle and kinetochore associated complex subunit 3 [Source:MGI Symbol
2.37358144103679	3546	Cad	NM_023525	69719	carbamoyl-phosphate synthetase 2
2.3726818226378	1600	Isyna1	0	71780	myo-inositol 1-phosphate synthase A1 [Source:MGI Symbol
2.37150097938738	1092	Dhcr7	NM_007856	13360	7-dehydrocholesterol reductase [Source:MGI Symbol
2.36920361009172	2534	Cyb5rl	0	230582	cytochrome b5 reductase-like [Source:MGI Symbol
2.36890440312355	3538	Cib2	NM_019686	56506	calcium and integrin binding family member 2 [Source:MGI Symbol
2.36727415785957	2689	Fads1	NM_146094	76267	fatty acid desaturase 1 [Source:MGI Symbol
2.36599264823106	3532	Rpl31	NM_001252218	114641	ribosomal protein L31 [Source:MGI Symbol
2.36593735288108	2776	Chek1	0	12649	checkpoint kinase 1 [Source:MGI Symbol
2.36440406534514	3597	B3glct	NM_001081204	381694	beta-3-glucosyltransferase [Source:MGI Symbol
2.36423195413779	218	Tmtc4	NM_028651	70551	transmembrane and tetratricopeptide repeat containing 4 [Source:MGI Symbol
2.36263998232967	3012	Rps14	NM_020600	20044	ribosomal protein S14 [Source:MGI Symbol
2.35988978347977	9447	Top1mt	NM_028404	72960	DNA topoisomerase 1
2.35767433672626	1845	Mcm2	NM_008564	17216	minichromosome maintenance complex component 2 [Source:MGI Symbol
2.35711457574161	2015	Plbd1	NM_025806	66857	phospholipase B domain containing 1 [Source:MGI Symbol
2.35702306486522	1586	Gm6863	0	NA	predicted gene 6863 [Source:MGI Symbol
2.35614655198122	4777	Rpl34	NM_026724	68436	ribosomal protein L34 [Source:MGI Symbol
2.35478562767494	2001	Rpl13a	NM_009438	22121	ribosomal protein L13A [Source:MGI Symbol
2.35283156290765	2459	Rassf2	NM_175445	215653	Ras association (RalGDS/AF-6) domain family member 2 [Source:MGI Symbol
2.34837560932578	3711	Gm26716	0	NA	predicted gene
2.34520765449501	631	Mfng	NM_008595	17305	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol
2.34412035246409	3106	Uba52	0	22186	ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:MGI Symbol
2.3406445880216	579	Sectm1a	0	209588	secreted and transmembrane 1A [Source:MGI Symbol
2.33952866796688	866	Ikzf2	NM_011770	22779	IKAROS family zinc finger 2 [Source:MGI Symbol
2.33553917020666	6257	Gcat	NM_001161712	14429	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol
2.33546170742329	3394	Fam212b	NM_175398	109050	family with sequence similarity 212
2.32746673393669	8115	C1qbp	NM_007573	12261	complement component 1
2.32248040274588	1924	Gm10175	0	NA	predicted gene 10175 [Source:MGI Symbol
2.31858320343447	5415	Nop10	NM_025403	66181	NOP10 ribonucleoprotein [Source:MGI Symbol
2.3161989267574	612	Gm43949	0	NA	predicted gene
2.31424173888629	2440	Cyp2r1	0	244209	cytochrome P450
2.31262567157508	5398	Hist1h3e	NM_178205	319151	histone cluster 1
2.31061474616781	1382	Rrad	NM_019662	56437	Ras-related associated with diabetes [Source:MGI Symbol
2.30341658495565	863	St3gal3	NM_009176	20441	ST3 beta-galactoside alpha-2
2.30251233196532	2380	Hist1h2ak	NM_178183	319169	histone cluster 1
2.30189326678518	802	Mcm3	NM_008563	17215	minichromosome maintenance complex component 3 [Source:MGI Symbol
2.30183730850782	827	Enpp5	NM_001168620	83965	ectonucleotide pyrophosphatase/phosphodiesterase 5 [Source:MGI Symbol
2.30108188065843	345	Aurka	NM_001291185	20878	aurora kinase A [Source:MGI Symbol
2.2974904477654	2312	Prrg1	NM_001289683	546336	proline rich Gla (G-carboxyglutamic acid) 1 [Source:MGI Symbol
2.29473774796303	3298	Tspyl3	NM_198617	241732	TSPY-like 3 [Source:MGI Symbol
2.29215311723046	5332	Bdh1	NM_175177	71911	3-hydroxybutyrate dehydrogenase
2.28989396356715	4627	Hnrnpa1	NM_001039129	15382	heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol
2.2889749703953	6190	mt-Nd2	17717	17717	mitochondrially encoded NADH dehydrogenase 2 [Source:MGI Symbol
2.28787790716891	4310	Mdn1	0	100019	midasin AAA ATPase 1 [Source:MGI Symbol
2.28587195233315	505	Sptb	NM_013675	20741	spectrin beta
2.2842672235489	77	Sgpp1	NM_030750	81535	sphingosine-1-phosphate phosphatase 1 [Source:MGI Symbol
2.28000518474064	297	Map2k6	NM_011943	26399	mitogen-activated protein kinase kinase 6 [Source:MGI Symbol
2.27998064368393	6627	0	0	NA	0
2.27961979130241	7390	Hmgb3	NM_001293624	15354	high mobility group box 3 [Source:MGI Symbol
2.27933065713529	5409	Pianp	NM_175696	319352	PILR alpha associated neural protein [Source:MGI Symbol
2.27860906228125	1914	Rpl7	0	19989	ribosomal protein L7 [Source:MGI Symbol
2.27619297413939	3395	Rpl15-ps3	0	NA	ribosomal protein L15
2.27577399473438	1230	Rpl6l	0	NA	ribosomal protein L6-like [Source:MGI Symbol
2.27429066151065	372	Rgs2	NM_009061	19735	regulator of G-protein signaling 2 [Source:MGI Symbol
2.26943392688502	501	Mcm10	0	70024	minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol
2.2688578540072	1636	Orc1	0	18392	origin recognition complex
2.26834998629183	6500	Utp20	NM_175158	70683	UTP20 small subunit processome component [Source:MGI Symbol
2.26556055994133	2785	Slc5a3	NM_017391	53881	solute carrier family 5 (inositol transporters)
2.2641649081197	1793	Ninl	NM_207204	78177	ninein-like [Source:MGI Symbol
2.26354774210099	1429	Nlrp1b	NM_001162414	637515	NLR family
2.26018958453286	10418	mt-Nd3	17718	17718	mitochondrially encoded NADH dehydrogenase 3 [Source:MGI Symbol
2.25677204900922	136	Phactr2	0	215789	phosphatase and actin regulator 2 [Source:MGI Symbol
2.25481020681835	8700	Atp6v0d2	NM_175406	242341	ATPase
2.25083739709844	476	Efr3b	NM_001082483	668212	EFR3 homolog B [Source:MGI Symbol
2.24999156878746	577	Dhcr24	NM_053272	74754	24-dehydrocholesterol reductase [Source:MGI Symbol
2.24974509010365	4489	Tspan4	NM_053082	64540	tetraspanin 4 [Source:MGI Symbol
2.24682388682412	6785	Ipo4	NM_024267	75751	importin 4 [Source:MGI Symbol
2.24601333839999	199	Nfatc2	NM_001291179	18019	nuclear factor of activated T cells
2.24592487153377	558	Nhsl2	0	100042480	NHS-like 2 [Source:MGI Symbol
2.24581736000876	3549	Shmt2	NM_001252316	108037	serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol
2.2457111956671	1599	Lsr	NM_001164185	54135	lipolysis stimulated lipoprotein receptor [Source:MGI Symbol
2.24423198182631	9435	Rapgef3	NM_001177810	223864	Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol
2.24276795055069	1706	Ncapg2	NM_133762	76044	non-SMC condensin II complex
2.24252860283369	739	Cadm1	NM_207676	54725	cell adhesion molecule 1 [Source:MGI Symbol
2.24050576863014	5215	Ttc27	NM_152817	74196	tetratricopeptide repeat domain 27 [Source:MGI Symbol
2.23949834601989	1597	Epha1	NM_023580	13835	Eph receptor A1 [Source:MGI Symbol
2.23830564724964	281	Rpl3	0	27367	ribosomal protein L3 [Source:MGI Symbol
2.23768555914106	2928	Dkc1	NM_001030307	245474	dyskeratosis congenita 1
2.23756296231132	5213	Rpl22	0	19934	ribosomal protein L22 [Source:MGI Symbol
2.23434765746953	2643	Mat2a	0	232087	methionine adenosyltransferase II
2.23190138617466	3533	Bscl2	0	14705	Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:MGI Symbol
2.23184922601876	1125	Cnr2	NM_009924	12802	cannabinoid receptor 2 (macrophage) [Source:MGI Symbol
2.23153728083174	772	Chtf18	0	214901	CTF18
2.23087307382589	1177	Gab3	0	210710	growth factor receptor bound protein 2-associated protein 3 [Source:MGI Symbol
2.23057082549269	2200	Hist1h4j	NM_178210	319159	histone cluster 1
2.23052381881386	5984	Smyd2	NM_026796	226830	SET and MYND domain containing 2 [Source:MGI Symbol
2.22962547937263	1718	Fam65b	NM_001286100	193385	family with sequence similarity 65
2.22761595957658	1308	Rab39	NM_175562	270160	RAB39
2.22685542957906	2564	Gm9800	0	NA	predicted gene 9800 [Source:MGI Symbol
2.22649975777343	480	Pld4	NM_178911	104759	phospholipase D family
2.22462755895648	3137	Hist1h2bf	NM_001313878	319180	histone cluster 1
2.22330012532006	6015	Prkag2	NM_145401	108099	protein kinase
2.22080191822162	354	Ivns1abp	NM_054102	117198	influenza virus NS1A binding protein [Source:MGI Symbol
2.21915390916776	4947	Ptma	NM_008972	19231	prothymosin alpha [Source:MGI Symbol
2.21906736025548	11213	Srm	NM_009272	20810	spermidine synthase [Source:MGI Symbol
2.2179351435604	1197	Plac8	NM_139198	231507	placenta-specific 8 [Source:MGI Symbol
2.21703769995594	2901	Rpl23a	0	268449	ribosomal protein L23A [Source:MGI Symbol
2.21451681715493	2035	Gm4332	0	NA	predicted gene 4332 [Source:MGI Symbol
2.2130236983555	743	Spn	0	20737	sialophorin [Source:MGI Symbol
2.21120689407377	3060	Prdm11	0	100042784	PR domain containing 11 [Source:MGI Symbol
2.20893683968385	5940	Rcbtb2	0	105670	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:MGI Symbol
2.20806543814885	4201	Gm4366	0	NA	predicted gene 4366 [Source:MGI Symbol
2.20700555034237	8417	Smyd5	NM_144918	232187	SET and MYND domain containing 5 [Source:MGI Symbol
2.2052489233757	140	Phka2	NM_172783	110094	phosphorylase kinase alpha 2 [Source:MGI Symbol
2.20487165633631	764	P2ry12	0	70839	purinergic receptor P2Y
2.20382242732459	2522	Dock1	0	330662	dedicator of cytokinesis 1 [Source:MGI Symbol
2.20264345637837	896	Gapt	NM_177713	238875	Grb2-binding adaptor
2.20225272720321	509	Prc1	NM_145150	233406	protein regulator of cytokinesis 1 [Source:MGI Symbol
2.20116192053709	2656	Gm12191	0	NA	predicted gene 12191 [Source:MGI Symbol
2.19797616141142	3648	Hn1l	NM_198937	52009	hematological and neurological expressed 1-like [Source:MGI Symbol
2.19508289844644	686	Pck2	NM_028994	74551	phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:MGI Symbol
2.18676186864688	3334	Rps3	NM_012052	27050	ribosomal protein S3 [Source:MGI Symbol
2.18554055070523	1086	Fv1	NM_010244	14349	Friend virus susceptibility 1 [Source:MGI Symbol
2.18316595917973	594	Trpm2	NM_138301	28240	transient receptor potential cation channel
2.18070173713238	2891	Msh2	NM_008628	17685	mutS homolog 2 [Source:MGI Symbol
2.17926443762706	2413	Paics	NM_025939	67054	phosphoribosylaminoimidazole carboxylase
2.17868971611028	2845	Rpl18	0	19899	ribosomal protein L18 [Source:MGI Symbol
2.17718023982805	3823	Gpd1l	NM_175380	333433	glycerol-3-phosphate dehydrogenase 1-like [Source:MGI Symbol
2.17619097818735	1713	Gpc2	NM_172412	71951	glypican 2 (cerebroglycan) [Source:MGI Symbol
2.17595206175757	3625	Vkorc1	NM_178600	27973	vitamin K epoxide reductase complex
2.17591663440451	490	Zyx	0	22793	zyxin [Source:MGI Symbol
2.17496629932688	602	Foxn3	0	71375	forkhead box N3 [Source:MGI Symbol
2.17294008571808	7728	Acot2	NM_134188	171210	acyl-CoA thioesterase 2 [Source:MGI Symbol
2.16974435099732	1769	Gm44914	0	NA	predicted gene 44914 [Source:MGI Symbol
2.16949346265952	10680	Npm3	NM_008723	18150	nucleoplasmin 3 [Source:MGI Symbol
2.16923308464154	2757	Dtd1	NM_025314	66044	D-tyrosyl-tRNA deacylase 1 [Source:MGI Symbol
2.16864154074681	5009	Znrf3	NM_001080924	407821	zinc and ring finger 3 [Source:MGI Symbol
2.16400632954247	4275	Pdxk	NM_172134	216134	pyridoxal (pyridoxine
2.16392995942451	295	Nfxl1	NM_133921	100978	nuclear transcription factor
2.16388492224797	2378	Dsn1	NM_025853	66934	DSN1 homolog
2.16154487505378	3014	Gm20628	0	NA	predicted gene 20628 [Source:MGI Symbol
2.16033268038064	171	Nfia	NM_001122952	18027	nuclear factor I/A [Source:MGI Symbol
2.15892320802182	539	Mroh2a	0	100040766	maestro heat-like repeat family member 2A [Source:MGI Symbol
2.15860004393505	8270	Tmem231	NM_001033321	234740	transmembrane protein 231 [Source:MGI Symbol
2.1570854687447	3099	Ckb	NM_021273	12709	creatine kinase
2.15564549513866	3323	Xrcc6	0	14375	X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:MGI Symbol
2.15392553912012	2080	Gtse1	NM_001168672	29870	G two S phase expressed protein 1 [Source:MGI Symbol
2.15317991376217	3480	Rps10	NM_025963	67097	ribosomal protein S10 [Source:MGI Symbol
2.15247371245125	2430	Ndc1	NM_028355	72787	NDC1 transmembrane nucleoporin [Source:MGI Symbol
2.15183204181652	2493	Hist1h3d	NM_178204	319149	histone cluster 1
2.15154362583996	467	Tk1	NM_001271729	21877	thymidine kinase 1 [Source:MGI Symbol
2.15025721743907	2410	Apoe	NM_009696	11816	apolipoprotein E [Source:MGI Symbol
2.1497456036576	79	Map3k5	0	26408	mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol
2.14925696832919	1481	Gm44250	0	NA	predicted gene
2.14707873328666	818	Stil	NM_001304555	20460	Scl/Tal1 interrupting locus [Source:MGI Symbol
2.14658350180464	356	Dock8	NM_028785	76088	dedicator of cytokinesis 8 [Source:MGI Symbol
2.14383812869965	2282	Rpl8	NM_012053	26961	ribosomal protein L8 [Source:MGI Symbol
2.14327776436565	5558	Cyp20a1	0	77951	cytochrome P450
2.14256300858682	2721	Cd4	NM_013488	12504	CD4 antigen [Source:MGI Symbol
2.1416485101501	4909	Thg1l	NM_001080969	66628	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae) [Source:MGI Symbol
2.13632690142919	7850	Klhl42	NM_001081237	232539	kelch-like 42 [Source:MGI Symbol
2.13098850258589	11154	Hmgn1	NM_008251	15312	high mobility group nucleosomal binding domain 1 [Source:MGI Symbol
2.13053974298938	2177	Aldh2	0	11669	aldehyde dehydrogenase 2
2.12954417794659	960	Polq	0	77782	polymerase (DNA directed)
2.12933961637838	1896	Arl10	NM_019968	56795	ADP-ribosylation factor-like 10 [Source:MGI Symbol
2.12901779454978	4603	Rplp1	NM_018853	56040	ribosomal protein
2.12744063661339	11159	Pus7	NM_178403	78697	pseudouridylate synthase 7 [Source:MGI Symbol
2.12599264954134	3027	Hist1h1d	NM_145713	14957	histone cluster 1
2.12511340248769	3261	Hist1h4k	NM_178211	319160	histone cluster 1
2.12382993537723	6017	Ggact	0	223267	gamma-glutamylamine cyclotransferase [Source:MGI Symbol
2.12319325346016	4918	Rps13	NM_026533	68052	ribosomal protein S13 [Source:MGI Symbol
2.12271568843121	1838	Dna2	NM_177372	327762	DNA replication helicase/nuclease 2 [Source:MGI Symbol
2.12261085907285	1369	Fam189b	0	68521	family with sequence similarity 189
2.12249064750678	1139	Nin	NM_001081453	18080	ninein [Source:MGI Symbol
2.12215810857039	1926	Npepl1	NM_213733	228961	aminopeptidase-like 1 [Source:MGI Symbol
2.12190188831609	732	Fam117a	NM_172543	215512	family with sequence similarity 117
2.12072272842169	601	Itgb5	NM_001145884	16419	integrin beta 5 [Source:MGI Symbol
2.11930421334094	11806	Tgfb3	NM_009368	21809	transforming growth factor
2.11893713418414	5150	Fbl	NM_007991	14113	fibrillarin [Source:MGI Symbol
2.11843178939598	1527	Arhgap6	NM_009707	11856	Rho GTPase activating protein 6 [Source:MGI Symbol
2.11745541751118	4043	Hist1h2ae	NM_178187	319166	histone cluster 1
2.11739399532125	653	Gm26581	0	NA	predicted gene
2.11676133712468	1994	Map3k9	NM_001174107	338372	mitogen-activated protein kinase kinase kinase 9 [Source:MGI Symbol
2.11651420894033	3203	Vdr	NM_009504	22337	vitamin D receptor [Source:MGI Symbol
2.11412252677191	8974	Nme1	NM_008704	18102	NME/NM23 nucleoside diphosphate kinase 1 [Source:MGI Symbol
2.11337441308033	1569	Slc39a10	NM_172653	227059	solute carrier family 39 (zinc transporter)
2.11093310112429	116	Cited2	NM_010828	17684	Cbp/p300-interacting transactivator
2.11080675766098	3531	Npm1	NM_008722	18148	nucleophosmin 1 [Source:MGI Symbol
2.1075480588219	9983	Hspe1	NM_008303	15528	heat shock protein 1 (chaperonin 10) [Source:MGI Symbol
2.10720646744812	469	H2-DMa	NM_010386	14998	histocompatibility 2
2.10713106980819	188	Pla2g15	0	192654	phospholipase A2
2.10654866855447	4691	Gm15501	0	NA	predicted pseudogene 15501 [Source:MGI Symbol
2.10630263590302	2114	Hist1h2ad	NM_178188	319165	histone cluster 1
2.10194251079819	1444	Smarcc1	0	20588	SWI/SNF related
2.10109352910841	2455	Ahrr	NM_001317351	11624	aryl-hydrocarbon receptor repressor [Source:MGI Symbol
2.10046408330251	1376	Pigz	NM_172822	239827	phosphatidylinositol glycan anchor biosynthesis
2.0968344667358	1334	Itga6	NM_008397	16403	integrin alpha 6 [Source:MGI Symbol
2.09573767659929	3028	Slc39a8	NM_026228	67547	solute carrier family 39 (metal ion transporter)
2.09467314664364	2601	Sdad1	NM_172713	231452	SDA1 domain containing 1 [Source:MGI Symbol
2.09061070525487	940	Adam22	NM_001310440	11496	a disintegrin and metallopeptidase domain 22 [Source:MGI Symbol
2.09011830553786	6768	Snhg4	0	NA	small nucleolar RNA host gene 4 [Source:MGI Symbol
2.08489099570216	9792	Prmt7	NM_145404	214572	protein arginine N-methyltransferase 7 [Source:MGI Symbol
2.08446996224058	1396	Uaca	NM_028283	72565	uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol
2.07991812755594	88	Chd3	0	216848	chromodomain helicase DNA binding protein 3 [Source:MGI Symbol
2.07899069498483	355	Coro1a	NM_001301374	12721	coronin
2.07895441153747	6760	Gm14288	NM_001033123	13999	predicted gene 14288 [Source:MGI Symbol
2.0772824122615	4678	Slc25a4	NM_007450	11739	solute carrier family 25 (mitochondrial carrier
2.07606280565322	4786	Rgs11	0	50782	regulator of G-protein signaling 11 [Source:MGI Symbol
2.07551043460774	5811	Pus7l	NM_172437	78895	pseudouridylate synthase 7-like [Source:MGI Symbol
2.0738824481142	2198	Tmem51	NM_145402	214359	transmembrane protein 51 [Source:MGI Symbol
2.07222877844684	6671	N6amt1	NM_026366	67768	N-6 adenine-specific DNA methyltransferase 1 (putative) [Source:MGI Symbol
2.07145523505884	4508	Nudt14	NM_025399	66174	nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:MGI Symbol
2.07130415899073	2306	Dcps	NM_027030	69305	decapping enzyme
2.07120354413534	4780	Mri1	NM_026423	67873	methylthioribose-1-phosphate isomerase 1 [Source:MGI Symbol
2.07016591632267	3031	Hist1h2bl	NM_178199	319185	histone cluster 1
2.06913680063764	1383	Prkcq	NM_008859	18761	protein kinase C
2.06899171584154	192	Ctdsp2	NM_001113470	52468	CTD (carboxy-terminal domain
2.06843260620669	955	Zfp467	0	68910	zinc finger protein 467 [Source:MGI Symbol
2.06777730143214	3404	Trmt1	0	212528	tRNA methyltransferase 1 [Source:MGI Symbol
2.0670813212983	928	AU020206	0	NA	expressed sequence AU020206 [Source:MGI Symbol
2.06575416066881	2531	Eef1d	NM_001285429	66656	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) [Source:MGI Symbol
2.06391836490105	138	Tgs1	NM_054089	116940	trimethylguanosine synthase 1 [Source:MGI Symbol
2.06210430283053	7373	Ebpl	NM_026598	68177	emopamil binding protein-like [Source:MGI Symbol
2.06129440990414	5668	Gstk1	NM_029555	76263	glutathione S-transferase kappa 1 [Source:MGI Symbol
2.05918625413471	260	Clec12a	0	232413	C-type lectin domain family 12
2.05840304440122	6859	Gm13092	0	NA	predicted gene 13092 [Source:MGI Symbol
2.05811841335639	4363	Firre	0	NA	functional intergenic repeating RNA element [Source:MGI Symbol
2.05790673645818	6009	Slc35g1	NM_175507	240660	solute carrier family 35
2.0562422561615	745	Icam2	NM_010494	15896	intercellular adhesion molecule 2 [Source:MGI Symbol
2.05475494211104	7936	1810014B01Rik	0	NA	RIKEN cDNA 1810014B01 gene [Source:MGI Symbol
2.05351559807525	8657	Sulf2	NM_028072	72043	sulfatase 2 [Source:MGI Symbol
2.05265667425635	4727	Mccc2	NM_030026	78038	methylcrotonoyl-Coenzyme A carboxylase 2 (beta) [Source:MGI Symbol
2.04798138856028	561	Per3	NM_011067	18628	period circadian clock 3 [Source:MGI Symbol
2.04487329090366	985	Zfp773	0	76373	zinc finger protein 773 [Source:MGI Symbol
2.04176559720117	2538	Arhgef10l	NM_001112722	72754	Rho guanine nucleotide exchange factor (GEF) 10-like [Source:MGI Symbol
2.04112968446385	7411	Zfp862-ps	0	NA	zinc finger protein 862
2.03979931608742	2634	Galnt12	NM_172693	230145	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 [Source:MGI Symbol
2.03973207411498	9969	Sco2	NM_001111288	100126824	SCO2 cytochrome c oxidase assembly protein [Source:MGI Symbol
2.03616814263982	8188	Apoc2	NM_001277944	11813	apolipoprotein C-II [Source:MGI Symbol
2.03522836762604	497	Fam214a	NM_001113283	235493	family with sequence similarity 214
2.03506523287804	1055	Ppargc1b	NM_133249	170826	peroxisome proliferative activated receptor
2.03112238377991	425	S100a4	NM_011311	20198	S100 calcium binding protein A4 [Source:MGI Symbol
2.03043297557253	1906	H2-DMb2	0	15000	histocompatibility 2
2.03033900839227	462	Gm44423	0	NA	predicted gene
2.02848720223774	2202	Rpsa-ps10	0	NA	ribosomal protein SA
2.02636413893043	4211	Rps27	0	57294	ribosomal protein S27 [Source:MGI Symbol
2.02597133058857	2081	2900026A02Rik	0	243219	RIKEN cDNA 2900026A02 gene [Source:MGI Symbol
2.02415219853555	3542	Pdp2	NM_001024606	382051	pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:MGI Symbol
2.02347899882598	6509	Zdhhc14	NM_146073	224454	zinc finger
2.02342706230146	3908	Fundc2	NM_026126	67391	FUN14 domain containing 2 [Source:MGI Symbol
2.02181526499853	373	Rcsd1	NM_001038846	226594	RCSD domain containing 1 [Source:MGI Symbol
2.02130532765379	5804	Hist1h2ai	NM_178182	319191	histone cluster 1
2.01691783920559	1408	Hist1h2ag	NM_178186	319167	histone cluster 1
2.0165550127199	831	Pald1	NM_013753	27355	phosphatase domain containing
2.01596141762349	1528	Gtf2i	NM_001080746	14886	general transcription factor II I [Source:MGI Symbol
2.01588970921969	2059	Slc1a5	NM_009201	20514	solute carrier family 1 (neutral amino acid transporter)
2.01264509943364	595	Ophn1	NM_001313754	94190	oligophrenin 1 [Source:MGI Symbol
2.00673167504473	616	Map3k15	NM_001163085	270672	mitogen-activated protein kinase kinase kinase 15 [Source:MGI Symbol
2.00623421560169	6373	Aldh18a1	NM_153554	56454	aldehyde dehydrogenase 18 family
2.00205269809115	6613	Slc19a1	0	20509	solute carrier family 19 (folate transporter)
2.00077404503473	364	Kcnk6	NM_001033525	52150	potassium inwardly-rectifying channel
1.99916809444123	979	Tcf19	NM_025674	106795	transcription factor 19 [Source:MGI Symbol
1.99904221674458	673	Kif19a	0	286942	kinesin family member 19A [Source:MGI Symbol
1.99199853461278	341	Tnik	0	665113	TRAF2 and NCK interacting kinase [Source:MGI Symbol
1.98989252388629	137	Serinc3	NM_012032	26943	serine incorporator 3 [Source:MGI Symbol
1.98875064187127	7320	Banf1	NM_011793	23825	barrier to autointegration factor 1 [Source:MGI Symbol
1.98834763292391	4897	Ogfod3	NM_025402	66179	2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol
1.98664753569045	2244	Wdr41	0	218460	WD repeat domain 41 [Source:MGI Symbol
1.98662894985749	420	Abca2	NM_007379	11305	ATP-binding cassette
1.98661940038414	903	Adamts10	NM_001329152	224697	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif
1.98569040929791	1880	Ddx11	NM_001003919	320209	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:MGI Symbol
1.98337826051617	282	Tbxas1	0	21391	thromboxane A synthase 1
